,format,rating,review_text,final_review
210,Amazon Video,1,would occupy wonder survived loser meaningless stupid poor complete remotely wondering mean realm episode sci quite hold problem top never series brain find piss actor anyone almost not hand total trek show ferengi writing lousy excellent storyline beyond credible labored watched star fi casting different season frankly worf captain position four,negative
211,Amazon Video,5,nthe made depression movie magnificent nset mid great besides not bronson coburn simple man era west hard time type three simply rule proven character stated anymore shine cast american especially top seven ring drifter main hitting,positive
212,DVD,5,favorite mcdermott would guy also woody seems basically close doe seemed head two track sutherland grew cowboy funny debt go fight everytime thank lord pepper care thing time want like though type way married said left friend city never rodeo le heading sleeping hell well sound find movie anyone sure not paired name enough illegally even daughter decided may keifer help held ransom mexico play sonny get bail york new trouble change nacho always portrayed could personality character cuba holding dylan harrelson together bad leave,positive
213,DVD,5,movie actor job great star not terminator acting much along ford time like tech doe real film fantantastic track class better watting think iv harrison get kind classic fiction,positive
214,Amazon Video,5,unbelievable movie played compelling good future set not well,positive
215,VHS Tape,4,genie little actor switched sometimes overcomes much amazing eps time fault like appeal way small eden white married rather show ep color character dour superb written story talent black better uneven sex single liked innocence conveying lead,positive
216,Amazon Video,5,great movie,positive
217,Amazon Video,5,best classic one,positive
218,Blu-ray,4,good darn story true,positive
219,Blu-ray,3,movie ni must thought original incorrectly release enjoyed remembered disappointed,positive
220,Amazon Video,3,mildly amusing,positive
221,DVD,5,wow action great way,positive
222,HD DVD,4,go palyed yet great reloaded not played happened nothing wrnt say could thouhg equipment nchas dvd disc stop however chapter,positive
223,DVD,5,baltimore hailed great remains catalogue entire take vietnam onto man term bugsy hanging time diner good adult spend rain levinson morning tell threaten ncollege film quality career ndiner director teeth story high work school skin began approaching fast discussing antic best responsibility men young marriage basis barry place general five coming,positive
224,Amazon Video,5,depression movie middle would portrayed hard mood capture say believable love character wonderfully set well,positive
225,DVD,5,movie patriotic entire around song wonderful cohan proud shine american george revolves james make cagney,positive
